RECV_CPLT_DM,geometry,T,X,Y
2021-01-07 13:00:00,POINT (236327.93792544428 316034.74761911714),6.0,236327.93792544428,316034.74761911714
2021-01-07 13:00:00,POINT (229274.91431181034 319591.1580762286),6.0,229274.91431181034,319591.1580762286
2021-01-07 13:00:00,POINT (235389.72256682455 316539.9184477879),6.0,235389.72256682455,316539.9184477879
2021-01-07 13:00:00,POINT (238517.42098323596 317447.08916432236),6.0,238517.42098323596,317447.08916432236
2021-01-07 13:00:00,POINT (241049.74656353536 314965.34099995345),6.0,241049.74656353536,314965.34099995345
2021-01-07 13:00:00,POINT (234208.03108788148 314638.8512389201),6.0,234208.03108788148,314638.8512389201
2021-01-07 13:00:00,POINT (232170.4351874541 314834.57859839837),6.0,232170.4351874541,314834.57859839837
2021-01-07 13:00:00,POINT (404575.0379812047 230366.28523833374),6.0,404575.0379812047,230366.28523833374
2021-01-07 14:00:00,POINT (236318.35119824874 316035.29896001564),6.0,236318.35119824874,316035.29896001564
2021-01-07 15:00:00,POINT (237408.2365474715 313948.7337031495),6.0,237408.2365474715,313948.7337031495
2021-01-07 15:00:00,POINT (230500.42677839161 312447.5349991637),6.0,230500.42677839161,312447.5349991637
2021-01-07 16:00:00,POINT (229923.6627396765 311014.6121696535),6.0,229923.6627396765,311014.6121696535
2021-01-07 16:00:00,POINT (235197.46512582907 314943.46802737424),6.0,235197.46512582907,314943.46802737424
2021-01-07 16:00:00,POINT (236327.93792544428 316034.74761911714),6.0,236327.93792544428,316034.74761911714
2021-01-07 18:00:00,POINT (233471.29767272618 318063.44247910904),6.0,233471.29767272618,318063.44247910904
2021-01-07 21:00:00,POINT (237392.9877495843 314924.9646627633),6.0,237392.9877495843,314924.9646627633
2021-01-08 00:00:00,POINT (228697.13742439236 319252.88334329426),7.0,228697.13742439236,319252.88334329426
2021-01-08 07:00:00,POINT (235237.5054368996 315916.9272907484),7.0,235237.5054368996,315916.9272907484
2021-01-08 09:00:00,POINT (231233.93149324373 321023.1581842847),7.0,231233.93149324373,321023.1581842847
2021-01-08 10:00:00,POINT (236327.93792544428 316034.74761911714),7.0,236327.93792544428,316034.74761911714
2021-01-08 11:00:00,POINT (236366.2663735328 313640.14591355715),7.0,236366.2663735328,313640.14591355715
2021-01-08 11:00:00,POINT (236081.00882213959 316439.89756528556),7.0,236081.00882213959,316439.89756528556
2021-01-08 11:00:00,POINT (234468.60691501337 313744.83192712127),7.0,234468.60691501337,313744.83192712127
2021-01-08 12:00:00,POINT (237147.60429789248 313622.3682637585),7.0,237147.60429789248,313622.3682637585
2021-01-08 12:00:00,POINT (228575.56182558014 310870.8185159435),7.0,228575.56182558014,310870.8185159435
2021-01-08 12:00:00,POINT (236327.93792544428 316034.74761911714),7.0,236327.93792544428,316034.74761911714
2021-01-08 12:00:00,POINT (230785.58583418565 317231.7792547566),7.0,230785.58583418565,317231.7792547566
2021-01-08 13:00:00,POINT (236327.93792544428 316034.74761911714),7.0,236327.93792544428,316034.74761911714
2021-01-08 14:00:00,POINT (234325.97125264443 317872.9213097086),7.0,234325.97125264443,317872.9213097086
2021-01-08 14:00:00,POINT (229658.93954903784 311148.0276215914),7.0,229658.93954903784,311148.0276215914
2021-01-08 14:00:00,POINT (230110.83840282034 316586.46615593834),7.0,230110.83840282034,316586.46615593834
2021-01-08 14:00:00,POINT (236327.93792544428 316034.74761911714),7.0,236327.93792544428,316034.74761911714
2021-01-08 14:00:00,POINT (235171.42205082142 315316.3862936939),7.0,235171.42205082142,315316.3862936939
2021-01-08 15:00:00,POINT (237528.80192479948 317901.38944870525),7.0,237528.80192479948,317901.38944870525
2021-01-08 16:00:00,POINT (236327.93792544428 316034.74761911714),7.0,236327.93792544428,316034.74761911714
2021-01-08 16:00:00,POINT (239582.16774304764 313823.45127344073),7.0,239582.16774304764,313823.45127344073
2021-01-08 16:00:00,POINT (231310.59343461948 321360.1126079943),7.0,231310.59343461948,321360.1126079943
2021-01-08 16:00:00,POINT (239582.16774304764 313823.45127344073),7.0,239582.16774304764,313823.45127344073
2021-01-08 16:00:00,POINT (234455.13580506388 316970.6226325313),7.0,234455.13580506388,316970.6226325313
2021-01-08 16:00:00,POINT (239819.53074313098 313250.9212822056),7.0,239819.53074313098,313250.9212822056
2021-01-08 17:00:00,POINT (230517.667870008 317353.1189511388),7.0,230517.667870008,317353.1189511388
2021-01-08 17:00:00,POINT (227406.96016403317 316083.3518190319),7.0,227406.96016403317,316083.3518190319
2021-01-08 17:00:00,POINT (239480.42284236167 313469.4234907229),7.0,239480.42284236167,313469.4234907229
2021-01-08 17:00:00,POINT (238857.1849820153 314872.36970760615),7.0,238857.1849820153,314872.36970760615
2021-01-08 17:00:00,POINT (230903.66604314692 315108.65952848695),7.0,230903.66604314692,315108.65952848695
2021-01-08 17:00:00,POINT (233661.29093253653 318645.6506823093),7.0,233661.29093253653,318645.6506823093
2021-01-08 18:00:00,POINT (236327.93792544428 316034.74761911714),7.0,236327.93792544428,316034.74761911714
2021-01-08 19:00:00,POINT (236327.93792544428 316034.74761911714),7.0,236327.93792544428,316034.74761911714
2021-01-08 20:00:00,POINT (234980.83755595583 313014.14812006033),7.0,234980.83755595583,313014.14812006033
2021-01-08 20:00:00,POINT (235012.1117636917 315904.04953212914),7.0,235012.1117636917,315904.04953212914
2021-01-08 22:00:00,POINT (236366.2663735328 313640.14591355715),7.0,236366.2663735328,313640.14591355715
2021-01-09 00:00:00,POINT (236327.93792544428 316034.74761911714),8.0,236327.93792544428,316034.74761911714
2021-01-09 01:00:00,POINT (236327.93792544428 316034.74761911714),8.0,236327.93792544428,316034.74761911714
2021-01-09 11:00:00,POINT (233242.69237026837 318227.90569325665),8.0,233242.69237026837,318227.90569325665
2021-01-09 11:00:00,POINT (237999.5521663861 328431.4895593892),8.0,237999.5521663861,328431.4895593892
2021-01-10 12:00:00,POINT (236327.93792544428 316034.74761911714),9.0,236327.93792544428,316034.74761911714
2021-01-10 12:00:00,POINT (236327.93792544428 316034.74761911714),9.0,236327.93792544428,316034.74761911714
2021-01-10 13:00:00,POINT (234860.60014288477 313838.8189196954),9.0,234860.60014288477,313838.8189196954
2021-01-10 16:00:00,POINT (236327.93792544428 316034.74761911714),9.0,236327.93792544428,316034.74761911714
2021-01-10 17:00:00,POINT (236327.93792544428 316034.74761911714),9.0,236327.93792544428,316034.74761911714
2021-01-11 09:00:00,POINT (235803.8099671513 325947.00978560443),10.0,235803.8099671513,325947.00978560443
2021-01-11 09:00:00,POINT (230410.3650865762 314237.78034130787),10.0,230410.3650865762,314237.78034130787
2021-01-11 10:00:00,POINT (222373.99613056183 311492.58632112306),10.0,222373.99613056183,311492.58632112306
2021-01-11 10:00:00,POINT (235871.03500944425 319803.5891677145),10.0,235871.03500944425,319803.5891677145
2021-01-11 12:00:00,POINT (231981.89158233837 318388.2852302068),10.0,231981.89158233837,318388.2852302068
2021-01-11 12:00:00,POINT (236327.93792544428 316034.74761911714),10.0,236327.93792544428,316034.74761911714
2021-01-11 13:00:00,POINT (235704.79550806823 321309.538344693),10.0,235704.79550806823,321309.538344693
2021-01-11 13:00:00,POINT (239965.0164296819 317502.24127378914),10.0,239965.0164296819,317502.24127378914
2021-01-11 13:00:00,POINT (236327.93792544428 316034.74761911714),10.0,236327.93792544428,316034.74761911714
2021-01-11 13:00:00,POINT (232099.69862862967 317354.83321732515),10.0,232099.69862862967,317354.83321732515
2021-01-11 13:00:00,POINT (240080.21535942607 316056.29378474416),10.0,240080.21535942607,316056.29378474416
2021-01-11 14:00:00,POINT (239245.39350334142 315996.10689492576),10.0,239245.39350334142,315996.10689492576
2021-01-11 14:00:00,POINT (232099.69862862967 317354.83321732515),10.0,232099.69862862967,317354.83321732515
2021-01-11 14:00:00,POINT (237809.87776755018 319043.0360363823),10.0,237809.87776755018,319043.0360363823
2021-01-11 15:00:00,POINT (234457.06453862446 316323.4396938099),10.0,234457.06453862446,316323.4396938099
2021-01-11 15:00:00,POINT (238469.93126653947 317063.81462602306),10.0,238469.93126653947,317063.81462602306
2021-01-11 15:00:00,POINT (236327.93792544428 316034.74761911714),10.0,236327.93792544428,316034.74761911714
2021-01-11 16:00:00,POINT (230623.91841869493 314714.3574999117),10.0,230623.91841869493,314714.3574999117
2021-01-11 16:00:00,POINT (234177.38571731056 314873.8720023697),10.0,234177.38571731056,314873.8720023697
2021-01-11 16:00:00,POINT (236327.93792544428 316034.74761911714),10.0,236327.93792544428,316034.74761911714
2021-01-11 17:00:00,POINT (239747.10624745867 316084.8344727864),10.0,239747.10624745867,316084.8344727864
2021-01-11 18:00:00,POINT (239322.67241274132 314432.7546052722),10.0,239322.67241274132,314432.7546052722
2021-01-11 18:00:00,POINT (239782.19061256826 314364.4280511845),10.0,239782.19061256826,314364.4280511845
2021-01-11 20:00:00,POINT (241184.79328267215 314084.5076542304),10.0,241184.79328267215,314084.5076542304
2021-01-11 22:00:00,POINT (234383.65262493637 325002.44770134956),10.0,234383.65262493637,325002.44770134956
2021-01-12 00:00:00,POINT (233497.00805863412 312369.49382320483),11.0,233497.00805863412,312369.49382320483
2021-01-12 10:00:00,POINT (240567.07501200982 312672.0182296279),11.0,240567.07501200982,312672.0182296279
2021-01-12 10:00:00,POINT (235410.7915290319 318631.61157002056),11.0,235410.7915290319,318631.61157002056
2021-01-12 10:00:00,POINT (239582.16774304764 313823.45127344073),11.0,239582.16774304764,313823.45127344073
2021-01-12 10:00:00,POINT (236268.33762995846 315607.6407965496),11.0,236268.33762995846,315607.6407965496
2021-01-12 11:00:00,POINT (232329.1687911826 311072.16520959727),11.0,232329.1687911826,311072.16520959727
2021-01-12 11:00:00,POINT (236327.93792544428 316034.74761911714),11.0,236327.93792544428,316034.74761911714
2021-01-12 11:00:00,POINT (236196.3499248015 311703.2746369771),11.0,236196.3499248015,311703.2746369771
2021-01-12 12:00:00,POINT (236327.93792544428 316034.74761911714),11.0,236327.93792544428,316034.74761911714
2021-01-12 13:00:00,POINT (236327.93792544428 316034.74761911714),11.0,236327.93792544428,316034.74761911714
2021-01-12 13:00:00,POINT (232036.39772560706 317335.03674092324),11.0,232036.39772560706,317335.03674092324
2021-01-12 13:00:00,POINT (234981.45617417758 317321.84198731737),11.0,234981.45617417758,317321.84198731737
2021-01-12 14:00:00,POINT (236327.93792544428 316034.74761911714),11.0,236327.93792544428,316034.74761911714
2021-01-12 14:00:00,POINT (236327.93792544428 316034.74761911714),11.0,236327.93792544428,316034.74761911714
2021-01-12 14:00:00,POINT (235990.6020303612 312498.5004669741),11.0,235990.6020303612,312498.5004669741
2021-01-12 14:00:00,POINT (236188.72891101404 312519.6303684348),11.0,236188.72891101404,312519.6303684348
2021-01-12 15:00:00,POINT (238956.2013628901 319059.54012897843),11.0,238956.2013628901,319059.54012897843
2021-01-12 15:00:00,POINT (238639.97563785268 313955.5641981737),11.0,238639.97563785268,313955.5641981737
2021-01-12 15:00:00,POINT (223729.8231823237 312024.0462647335),11.0,223729.8231823237,312024.0462647335
2021-01-12 16:00:00,POINT (234938.61648109884 315405.4411557582),11.0,234938.61648109884,315405.4411557582
2021-01-12 17:00:00,POINT (236327.93792544428 316034.74761911714),11.0,236327.93792544428,316034.74761911714
2021-01-12 23:00:00,POINT (236327.93792544428 316034.74761911714),11.0,236327.93792544428,316034.74761911714
2021-01-13 10:00:00,POINT (227666.24181809602 316536.3827348617),12.0,227666.24181809602,316536.3827348617
2021-01-13 11:00:00,POINT (231374.8990902385 316604.3712976831),12.0,231374.8990902385,316604.3712976831
2021-01-13 13:00:00,POINT (241012.25088430019 346518.5389248788),12.0,241012.25088430019,346518.5389248788
2021-01-13 13:00:00,POINT (238528.07776867232 319365.3343289668),12.0,238528.07776867232,319365.3343289668
2021-01-13 13:00:00,POINT (236327.93792544428 316034.74761911714),12.0,236327.93792544428,316034.74761911714
2021-01-13 15:00:00,POINT (235571.41729263467 318685.12320452265),12.0,235571.41729263467,318685.12320452265
2021-01-13 17:00:00,POINT (239583.47326025116 313833.53536093433),12.0,239583.47326025116,313833.53536093433
2021-01-13 19:00:00,POINT (239656.04611703468 317230.28133174847),12.0,239656.04611703468,317230.28133174847
2021-01-13 20:00:00,POINT (238620.9037910517 317217.85066451126),12.0,238620.9037910517,317217.85066451126
2021-01-14 09:00:00,POINT (233949.6308191464 318072.36462000816),13.0,233949.6308191464,318072.36462000816
2021-01-14 09:00:00,POINT (234153.92470974897 315086.06075333164),13.0,234153.92470974897,315086.06075333164
2021-01-14 09:00:00,POINT (235192.93878573264 314947.5055519954),13.0,235192.93878573264,314947.5055519954
2021-01-14 09:00:00,POINT (228125.59132125822 318872.08413780655),13.0,228125.59132125822,318872.08413780655
2021-01-14 10:00:00,POINT (236366.2663735328 313640.14591355715),13.0,236366.2663735328,313640.14591355715
2021-01-14 10:00:00,POINT (236519.60788100067 316996.3260114774),13.0,236519.60788100067,316996.3260114774
2021-01-14 10:00:00,POINT (232663.8810840933 318680.56441082316),13.0,232663.8810840933,318680.56441082316
2021-01-14 10:00:00,POINT (240466.7982805661 312349.0138281375),13.0,240466.7982805661,312349.0138281375
2021-01-14 10:00:00,POINT (237944.96473655594 314377.95605799876),13.0,237944.96473655594,314377.95605799876
2021-01-14 10:00:00,POINT (240567.07501200982 312672.0182296279),13.0,240567.07501200982,312672.0182296279
2021-01-14 11:00:00,POINT (238574.6273825192 317844.389508099),13.0,238574.6273825192,317844.389508099
2021-01-14 11:00:00,POINT (228708.17283697042 311204.23289877694),13.0,228708.17283697042,311204.23289877694
2021-01-14 11:00:00,POINT (236318.35119824874 316035.29896001564),13.0,236318.35119824874,316035.29896001564
2021-01-14 11:00:00,POINT (235333.6116985422 313010.3601566865),13.0,235333.6116985422,313010.3601566865
2021-01-14 12:00:00,POINT (234143.71126889795 318980.9962747464),13.0,234143.71126889795,318980.9962747464
2021-01-14 12:00:00,POINT (233494.76932741652 312351.47301592934),13.0,233494.76932741652,312351.47301592934
2021-01-14 12:00:00,POINT (238458.8566315715 328363.79802252504),13.0,238458.8566315715,328363.79802252504
2021-01-14 13:00:00,POINT (230936.90855082526 312246.4526888056),13.0,230936.90855082526,312246.4526888056
2021-01-14 14:00:00,POINT (230857.92620973443 315592.9365272536),13.0,230857.92620973443,315592.9365272536
2021-01-14 14:00:00,POINT (232980.48202640514 317025.28539008525),13.0,232980.48202640514,317025.28539008525
2021-01-14 14:00:00,POINT (240179.05987277295 315997.82638691214),13.0,240179.05987277295,315997.82638691214
2021-01-14 14:00:00,POINT (230302.17743146594 313127.17848689866),13.0,230302.17743146594,313127.17848689866
2021-01-14 15:00:00,POINT (235784.07704327357 312815.3474219163),13.0,235784.07704327357,312815.3474219163
2021-01-14 15:00:00,POINT (236366.2663735328 313640.14591355715),13.0,236366.2663735328,313640.14591355715
2021-01-14 15:00:00,POINT (234558.71940103263 313743.6231196157),13.0,234558.71940103263,313743.6231196157
2021-01-14 15:00:00,POINT (236327.93792544428 316034.74761911714),13.0,236327.93792544428,316034.74761911714
2021-01-14 15:00:00,POINT (237019.6712767578 328274.7311638739),13.0,237019.6712767578,328274.7311638739
2021-01-14 15:00:00,POINT (236327.93792544428 316034.74761911714),13.0,236327.93792544428,316034.74761911714
2021-01-14 15:00:00,POINT (236992.12892330682 315589.83293487196),13.0,236992.12892330682,315589.83293487196
2021-01-14 16:00:00,POINT (233246.61143711876 312327.554334091),13.0,233246.61143711876,312327.554334091
2021-01-14 16:00:00,POINT (237453.796545639 324640.1125019626),13.0,237453.796545639,324640.1125019626
2021-01-14 16:00:00,POINT (230653.57494969145 317624.3844716243),13.0,230653.57494969145,317624.3844716243
2021-01-15 08:00:00,POINT (234766.4980737963 319304.72447669355),14.0,234766.4980737963,319304.72447669355
2021-01-15 09:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 10:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 10:00:00,POINT (236310.19815754335 319933.69740135607),14.0,236310.19815754335,319933.69740135607
2021-01-15 10:00:00,POINT (238289.70726872594 316305.54619555443),14.0,238289.70726872594,316305.54619555443
2021-01-15 10:00:00,POINT (235760.25723453696 324852.60711483145),14.0,235760.25723453696,324852.60711483145
2021-01-15 11:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 11:00:00,POINT (238894.51682289527 314700.4138958959),14.0,238894.51682289527,314700.4138958959
2021-01-15 11:00:00,POINT (239245.39350334142 315996.10689492576),14.0,239245.39350334142,315996.10689492576
2021-01-15 11:00:00,POINT (236343.6647322447 316936.35574013693),14.0,236343.6647322447,316936.35574013693
2021-01-15 13:00:00,POINT (230602.66970747584 312238.2550628702),14.0,230602.66970747584,312238.2550628702
2021-01-15 13:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 13:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 14:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 14:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 15:00:00,POINT (230201.66467468184 317519.4764324826),14.0,230201.66467468184,317519.4764324826
2021-01-15 15:00:00,POINT (242230.6142122664 309423.6915069306),14.0,242230.6142122664,309423.6915069306
2021-01-15 15:00:00,POINT (240022.85233197163 318176.64467735984),14.0,240022.85233197163,318176.64467735984
2021-01-15 15:00:00,POINT (234747.8171642652 315004.969548533),14.0,234747.8171642652,315004.969548533
2021-01-15 15:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 16:00:00,POINT (231937.96963923622 317471.1963294505),14.0,231937.96963923622,317471.1963294505
2021-01-15 16:00:00,POINT (237942.35502724635 317767.80672878656),14.0,237942.35502724635,317767.80672878656
2021-01-15 16:00:00,POINT (232289.39486125932 317684.1127795625),14.0,232289.39486125932,317684.1127795625
2021-01-15 16:00:00,POINT (232395.08023391766 320268.34905891214),14.0,232395.08023391766,320268.34905891214
2021-01-15 17:00:00,POINT (236327.93792544428 316034.74761911714),14.0,236327.93792544428,316034.74761911714
2021-01-15 17:00:00,POINT (228969.23232731753 318806.0848827355),14.0,228969.23232731753,318806.0848827355
2021-01-15 18:00:00,POINT (235015.9638012572 324877.0053393205),14.0,235015.9638012572,324877.0053393205
2021-01-15 22:00:00,POINT (234150.24215513823 317869.5644658789),14.0,234150.24215513823,317869.5644658789
2021-01-16 07:00:00,POINT (233721.64388936132 316296.4144432936),15.0,233721.64388936132,316296.4144432936
2021-01-16 09:00:00,POINT (235871.03500944425 319803.5891677145),15.0,235871.03500944425,319803.5891677145
2021-01-16 10:00:00,POINT (234785.4503396845 316457.9778061067),15.0,234785.4503396845,316457.9778061067
2021-01-16 11:00:00,POINT (231500.58249713728 318267.10348521895),15.0,231500.58249713728,318267.10348521895
2021-01-16 12:00:00,POINT (234035.7466186143 317883.984188337),15.0,234035.7466186143,317883.984188337
2021-01-16 12:00:00,POINT (240927.65299688384 311759.33096075535),15.0,240927.65299688384,311759.33096075535
2021-01-16 13:00:00,POINT (234304.26317540975 325844.61235687253),15.0,234304.26317540975,325844.61235687253
2021-01-16 15:00:00,POINT (234962.5272549493 316735.48799732426),15.0,234962.5272549493,316735.48799732426
2021-01-16 16:00:00,POINT (228262.3014512819 318522.06558543374),15.0,228262.3014512819,318522.06558543374
2021-01-16 18:00:00,POINT (236327.93792544428 316034.74761911714),15.0,236327.93792544428,316034.74761911714
2021-01-16 19:00:00,POINT (237249.80178002256 316028.26056640723),15.0,237249.80178002256,316028.26056640723
2021-01-16 22:00:00,POINT (234466.07055880927 313715.06926761725),15.0,234466.07055880927,313715.06926761725
2021-01-17 19:00:00,POINT (238238.24656921183 314598.0716692114),16.0,238238.24656921183,314598.0716692114
2021-01-18 09:00:00,POINT (233921.54622078195 320873.68950872053),17.0,233921.54622078195,320873.68950872053
2021-01-18 10:00:00,POINT (231319.96695618375 316602.61932163883),17.0,231319.96695618375,316602.61932163883
2021-01-18 11:00:00,POINT (234458.6512597999 312393.1968291618),17.0,234458.6512597999,312393.1968291618
2021-01-18 13:00:00,POINT (227065.5412197638 321146.5806801899),17.0,227065.5412197638,321146.5806801899
2021-01-18 13:00:00,POINT (229196.5874004371 320119.8773766041),17.0,229196.5874004371,320119.8773766041
2021-01-18 14:00:00,POINT (231075.4876698572 313983.3359376765),17.0,231075.4876698572,313983.3359376765
2021-01-18 15:00:00,POINT (235005.2468120099 317271.96899144526),17.0,235005.2468120099,317271.96899144526
2021-01-18 15:00:00,POINT (236327.93792544428 316034.74761911714),17.0,236327.93792544428,316034.74761911714
2021-01-18 17:00:00,POINT (234644.4413071152 317469.4244170239),17.0,234644.4413071152,317469.4244170239
2021-01-19 08:00:00,POINT (236327.93792544428 316034.74761911714),18.0,236327.93792544428,316034.74761911714
2021-01-19 09:00:00,POINT (237328.56565806424 313305.77598808915),18.0,237328.56565806424,313305.77598808915
2021-01-19 09:00:00,POINT (236327.93792544428 316034.74761911714),18.0,236327.93792544428,316034.74761911714
2021-01-19 10:00:00,POINT (236327.93792544428 316034.74761911714),18.0,236327.93792544428,316034.74761911714
2021-01-19 10:00:00,POINT (237408.2365474715 313948.7337031495),18.0,237408.2365474715,313948.7337031495
2021-01-19 10:00:00,POINT (236327.93792544428 316034.74761911714),18.0,236327.93792544428,316034.74761911714
2021-01-19 11:00:00,POINT (235689.48013775283 317094.6840628939),18.0,235689.48013775283,317094.6840628939
2021-01-19 11:00:00,POINT (240080.1333973998 317434.52643024165),18.0,240080.1333973998,317434.52643024165
2021-01-19 12:00:00,POINT (236327.93792544428 316034.74761911714),18.0,236327.93792544428,316034.74761911714
2021-01-19 12:00:00,POINT (227082.95361654478 315467.1067903752),18.0,227082.95361654478,315467.1067903752
2021-01-19 13:00:00,POINT (233806.90835037502 317842.835645059),18.0,233806.90835037502,317842.835645059
2021-01-19 13:00:00,POINT (239782.1143021901 313675.3143503837),18.0,239782.1143021901,313675.3143503837
2021-01-19 13:00:00,POINT (239236.46726302124 315925.1576233336),18.0,239236.46726302124,315925.1576233336
2021-01-19 13:00:00,POINT (236327.93792544428 316034.74761911714),18.0,236327.93792544428,316034.74761911714
2021-01-19 14:00:00,POINT (236327.93792544428 316034.74761911714),18.0,236327.93792544428,316034.74761911714
2021-01-19 14:00:00,POINT (242659.28326603217 315767.86006805644),18.0,242659.28326603217,315767.86006805644
2021-01-19 14:00:00,POINT (236856.99392455554 313880.1292319746),18.0,236856.99392455554,313880.1292319746
